imo,name,dwt
9894105,ELLA,9331
9894090,KAMILLA,9331
9893917,EVER AIM,241960
9893905,EVER ACT,241960
9893890,EVER ACE,241960
9891660,AIGEORGIS,116092
9891012,INASA,38129
9890965,SEADUKE,313051
9888625,SEIYU,82426
9888352,YASA VEGA,50215
9888209,HSL CHICAGO,63536
9888089,XIANG AN KOU,48483
9888003,OSSA,63518
9887803,FRONT FUSION,109899
9887621,PRATINCOLE PACIFIC,49853
9887401,SOLAR CATIE,24621
9887396,SOLAR NAAMA,24621
9887384,SOLAR ALICE,24621
9887372,SOLAR ROMA,24621
9887308,KRITI HERO,158005
9887255,KRITI KING,158005
9886782,NISSOS TINOS,157447
9886770,NISSOS IOS,157447
9886720,SEA URCHIN,114073
9886718,SEA TURTLE,114085
9886641,MIAOULIS 21,158081
9886639,KAPODISTRIAS 21,158081
9886378,ZEUS,159153
9888467,SANKO HAWKING,82514
9888792,POLA HARITA,8146
9890939,NORD MIRAI,49995
9888807,POLA PELAGIA,8145
9890862,ROMY,37897
9890654,CL SHA HE,63092
9890630,CL FUZHOU HE,63500
9890616,CL ANZI HE,63500
9890604,CL BILIU HE,63500
9890599,FURE VINGA,17999
9890549,ORIENTAL TULIP,16268
9890446,CLEAROCEAN MARAUDER,49999
9890240,KIAN,37391
9889954,LORD BYRON 21,156921
9889801,COOL EAGLE,23169
9889708,FAUSTINE,20194
9889277,HUGE KUMANO,208848
9889265,FRIEDRICH OLDENDORFF,208822
9889198,ALEKSANDR SOKOLOV,8147
9889136,ATLANTIC GOLD,109997
9889124,ATLANTIC BLUE,109998
9889112,BLANCO ACE,17885
9889100,AZUL ACE,17961
9897121,UHL FREEDOM,14032
9897547,FLANDERS INNOVATION,54998
9885427,SEA TREASURE,61192
9907809,SOLAR LAI FONG,49358
9909106,GREAT VOYAGE,61000
9909091,GREAT VISTA,61072
9909039,STELLA NAVIS,81965
9908982,RICH HARVEST,50446
9908346,FAIRCHEM PROTEA,19959
9908334,ORIENTAL HIBISCUS,16223
9908279,CL TOMO,64273
9907823,SOLAR KAREN,49365
9907811,SOLAR RUO YUN,49396
9907782,FRANCOIS,6386
9897561,HSL MEXICO,61167
9907768,SOLAR RUBA,49367
9906881,PACIFIC RUBY,50299
9906568,SEALEGEND,115648
9906300,KN BLOSSOM,82032
9905710,BOGDAN,32167
9905708,KOM,32162
9905162,POINT LISAS,49996
9905100,SERENDIPITY,299936
9904766,AASFJELL,9300
9909223,LOWLANDS SAGE,82300
9909247,ARABELLA,7703
9909285,GAS VITALITY,9379
9909663,NORSE ANTWERP,40020
9480150,NCC SAMA,45471
9921855,GCL PARADIP,82324
9919620,OLYMPIOS,50434
9917658,CLEAROCEAN MILANO,50260
9917646,CLEAROCEAN MERIBEL,50485
9916616,CLEAROCEAN HICKORY,49999
9916264,VOLCAN DE TAIDIA,952
9915662,VLADIMIR,7867
9915650,LUBOV,7867
9914371,CENTURION,61050
9913626,YELLOW STARS,49999
9912361,KANAVU BENEFIT,37292
9911666,BELKNIGHT,61203
9911654,BELGUARDIAN,61070
9911410,AOM MARIA LAURA,82312
9910337,NORD VENTURA,49999
9910105,ROSTRUM EUROPE,40003
9910090,PETROTRANS-5905,7949
9910088,PETROTRANS-5904,8103
9904510,EVER COZY,22149
9904065,C. GRACE,319202
9903918,SEA DRAGON,114217
9901427,MAGNOLIA EXPRESS,49796
9900655,NEW ERA,307645
9900514,PETROTRANS-5902,8142
9900502,PETROTRANS-5901,8144
9900459,CHEMICAL FIGHTER,15950
9899997,GLORIA MARIS,156620
9899985,NORD VISION,49999
9899806,EVER EXCELLENT,81935
9898527,SOLAR TINE,49343
9898515,SOLAR SUSIE,49360
9898204,FURE VITEN,17999
9897925,TM LUSTROUS,82558
9897896,AMIS WEALTH,63364
9897846,CANOPUS VOYAGER,115590
9897834,CARINA VOYAGER,115590
9897810,AMIS VICTORY,63364
9897755,CMA CGM HOPE,160194
9897705,POLA MARIA,8144
9897690,POLA ANASTASIA,8146
9897597,LOTUS BLOSSOM,82616
9900825,CLEAROCEAN MAVERICK,49999
9901831,IZUMI,82005
9903877,POLA MIROPIA,8154
9901843,HSL ATHENS,81973
9903865,POLA MARINA,8148
9903853,POLA ALEXIA,8145
9903841,POLA AGATA,8149
9903839,POLA VARVARA,8163
9903827,POLA YAROSLAVA,8147
9903499,FLORA EXPRESS,50388
9902835,NORD MAJESTIC,49998
9902823,ECO MALIBU,157632
9902811,ECO WEST COAST,157632
9902627,CS HUNAN VENTURE,307943
9902550,GCL LEADER,81946
9902548,YM PIONEER,81898
9902407,TYMFI,63629
9902304,PINTAIL,38227
9902299,SCOTER,38270
9902251,NICHOLAS STANFORD,63523
9902196,PETROTRANS-5903,8141
9902122,YACA,52826
9902081,NORD MELBOURNE,37923
9886330,BRAVEWIND,10000
9884978,NORDIC QINNGUA,95758
9866782,BOW PERSISTENT,36225
9872171,COSCO SHIPPING CHANG QING,62053
9873096,IDEL 1,8095
9872999,HELLAS ATHINA,92955
9872949,LNGSHIPS ATHENA,93534
9872901,LNGSHIPS MANHATTAN,93535
9872688,BELLA CIAO,156586
9872470,JOSCO LANZHOU,61323
9872468,JOSCO GUIZHOU,61307
9872389,EVER OCEAN,32831
9872195,COSCO SHIPPING PENG CHENG,62002
9872169,COSCO SHIPPING JIN XIU,62003
9874911,FRONT DYNAMIC,299420
9872157,COSCO SHIPPING ZHUO YUE,61991
9872121,SHANDONG DE TAI,180702
9872107,SHANDONG DE YU,180730
9872078,SHANDONG DE HONG,180716
9872066,SHANDONG DE LONG,180727
9872042,SHANDONG DE RUI,180613
9871799,LADY DEENA,182588
9871531,WORLD NAVIGATOR,1123
9871529,WORLD VOYAGER,1103
9873101,IDEL 2,8076
9873113,IDEL 3,8089
9873125,ANDREY ZUEV,8094
9873175,MEDI FUJI,81791
9874789,DIANA MARIA,7867
9874698,CS NAN JING,179668
9874650,GW MATHILDE,63592
9874648,GW ELENI,63538
9874557,MARKET COOPER,61223
9874480,LNG ENTERPRISE,88744
9874301,BANADEROS EXPRESS,750
9874296,BAJAMAR EXPRESS,750
9874258,AYSE C,158060
9874246,ZEYNEP,158060
9874208,MAORI,9315
9874040,RAVENNA KNUTSEN,18433
9873888,ULTRA FOREST,40261
9873670,GREAT THITA,49276
9873668,GREAT LAMDA,49282
9873644,GREAT EPSILON,49298
9873280,BELAJA,61352
9873278,BELMOIRA,61346
9873266,BELRAY,61379
9871206,ULTRA MARGAY,81921
9871191,ULTRA OCELOT,81901
9871012,CASTILLO DE ARTEAGA,37430
9869174,HMM GAON,160927
9868962,AVENIR ASPIRATION,4716
9868780,LAKE STARS,113848
9868443,SIDER MONTEDIPROCIDA,37661
9868364,HMM ST PETERSBURG,229039
9868352,HHM STOCKHOLM,229039
9868340,HMM SOUTHAMPTON,229039
9868338,HMM ROTTERDAM,229039
9868326,HMM OSLO,229039
9868314,HMM LE HAVRE,232606
9868168,MARAN ORPHEUS,157946
9868156,MARAN PHOEBE,157946
9867827,CMA CGM BALI,154700
9867803,PACIFIC JADE,49995
9867621,ARISTOFANIS,115521
9867619,AITOLOS,115521
9867607,MTM VANCOUVER,22344
9867578,LINDEN TRADER,82226
9867566,KIRA OLDENDORFF,81290
9867176,JY LONDON,81118
9869162,HMM NURI,160927
9869186,HMM GARAM,160927
9870886,IVS PRESTWICK,61305
9869198,HMM MIR,160927
9870874,IVS OKUDOGO,61331
9870812,BAHLA,299997
9870707,NORD ELEGANCE,50415
9870678,TOSCA,7173
9870666,NORMA,7399
9870525,SCF TIMMERMAN,92969
9870472,OPTIMUS,3630
9870343,HARRY OLDENDORFF,208610
9870161,LOWLANDS SPIRIT,182820
9870159,LNG ADVENTURE,88817
9870147,UNITED GRACE,182922
9870018,BOLDWIND,10000
9869722,CIUDAD DE VALENCIA,8625
9869710,SEA BREEZE,40077
9869590,ANAHITA,61238
9869239,HMM HANUL,160927
9869227,HMM DAON,160927
9869215,HMM RAON,160927
9869203,HMM HANBADA,160927
9874791,YEKATERINA,7867
9874973,MEDI HIROSHIMA,63371
9884966,NORDIC NULUUJAAK,95758
9881378,AQUABEAUTY,82023
9882396,SOLAR KATHERINE,49990
9882358,ESTEEM DISCOVERY,49999
9882334,ESTEEM HOUSTON,49999
9882279,AMIS UNICORN,61175
9882061,MAXIMA,14330
9881691,MARAN SOLON,157947
9881665,COSCO SHIPPING HARMONY,61921
9881653,COSCO SHIPPING HONOR,62013
9881641,COSCO SHIPPING GLORY,61962
9881366,AOM SOPHIE II,81816
9874997,ULTRA SERVAL,81606
9881146,ARIES SAKURA,39870
9880855,FJORDNES,40693
9880465,GLOBAL SEA SPIRIT,93080
9880350,SEARHYTHM,111963
9880300,CL DALIAO HE,80860
9880295,CL QINGSHUI HE,80860
9880245,GCL ICON,82576
9880233,AM JYOTI,82603
9880221,PRISCILLA,82543
9882401,SOLAR MELISSA,49999
9882413,SOLAR MADELIEN,49990
9882425,SOLAR CLAIRE,49999
9882736,ORIENTAL DAPHNE,16267
9884837,CELSIUS PORTSMOUTH,50299
9884801,AQUASMERALDA,50295
9884617,ADMIRAL JIMMU,82024
9884370,IMOGEN,37702
9884033,NISSOS SIKINOS,157447
9883780,CORN RIZHAO,80776
9883766,WHEAT WEIFANG,80868
9883481,LILAC RAY,21028
9883376,GLORIA CONFIDENCE,63102
9883364,OCEAN AMBITION,63500
9883352,OCEAN BRAVE,63500
9883144,AROMO,37927
9883132,DESERT VIRTUE,63462
9883106,CMB VAN DIJCK,63667
9883065,SSI PROVIDENCE,37899
9883053,SSI ENDEAVOUR,37910
9883041,NORD MINAMI,52825
9882994,ARAUCARIA,38026
9882982,NORD SOUND,63343
9880192,MARVEL SWAN,88831
9880116,TAC ODESSA,40313
9880013,ULTRA BOSQUE,40261
9877327,WECO LAURA,38575
9877171,SPYROS,158081
9877133,LNG ROSENROT,98936
9876737,GASLOG WINCHESTER,93678
9876414,BAGHDAD,313433
9876402,PUFFIN PACIFIC,49904
9876397,PETREL PACIFIC,49853
9875800,LNGSHIPS EMPRESS,88592
9875733,ROYAL ORION,61170
9875721,MINNEAPOLIS MIYO,38209
9875501,TSURUGI GALAXY,26143
9875422,LYDIA V,7867
9875331,DRAFTZILLA,66509
9875214,WORLD DIANA,81190
9875135,TROODOS OAK,85439
9875044,CARLA,63453
9875032,BULK ITALY,81603
9875020,BULK CROATIA,81621
9875018,SIBONEY M,81621
9875006,MARIO,81606
9877183,CAPTAIN LYRISTIS,158081
9877339,BLUE SAPPHIRE,38580
9879997,MARAN ASPASIA,157947
9877391,HSL PERTH,63638
9879703,GLOBE POLARIS,54238
9879698,ADAMASTOS,93566
9878905,ARTEMIS VOYAGER,157803
9878838,SILVERSTONE,299772
9878345,LIBRA CONFIDENCE,63220
9878319,AURORA BOTNIA,3500
9878151,ENERGY COSMOS,81982
9877937,GREEN GENIE,61202
9877860,SDTR DORIS,84998
9877858,SDTR CELESTE,84994
9877810,SUNRISE GLORY,50279
9877793,MORNING GLORY,50322
9877664,SOLAR AILENE,25039
9877640,SOLAR SKYLER,25039
9877614,SOLAR SHARNA,25039
9877585,ECO JOSHUA PARK,49999
9877573,ECO YOSEMITE PARK,49999
9877561,ECO CITY OF ANGELS,50185
9877559,ECO LOS ANGELES,50185
9839478,MSC FEBE,228149
9839466,MSC MIA,228149
9839454,MSC LENI,228149
9799111,WHITE HORSE,7869
9799771,LOWLANDS FUTURE,60063
9799769,INDIGO RIVER,55683
9799757,ORIENT DYNASTY,55683
9799680,HARMONICS,37258
9799654,SCARLET RAY,19974
9799642,FAIRCHEM FALCON,19952
9799630,ST. SOFIA,60424
9799616,CYCLADES,60384
9799159,NEW HONOR,311080
9799032,ROSE PG,7420
9800647,PACIFIC GOLD,49950
9798959,ATLANTIC MARBLE,49999
9798935,ATLANTIC JOURNEY,49999
9798868,NICOPOLIS,73879
9798856,PYXIS OCEAN,80962
9798648,FAIRCHEM CONQUEST,21176
9798428,ATLANTIC ASPHALT,17764
9798416,GLOVIS SUNLIGHT,25353
9798404,GLOVIS SKY,25353
9798399,GLOVIS SAFETY,25353
9799783,SEA COMMANDER,81856
9799795,NORD BISCAY,62625
9799862,SFL TRINITY,115711
9799977,ML FREYJA,12784
9800568,ARCHELAOS,109896
9800441,FAIRCHEM ENDURANCE,25986
9800427,CLARA INSIGNIA,61300
9800374,GRETA K,24768
9800336,BW TRITON,109990
9800324,BW THALASSA,109990
9800312,BW NESO,109990
9800300,BW LARISSA,109990
9800271,TILOS I,149999
9800269,SIKINOS I,157007
9800257,KASOS,156989
9800192,CLEAROCEAN MUSIC,49703
9800180,CLEAROCEAN MATHILDE,49703
9800178,PGC EIRINI,6602
9800166,PGC TAORMINA,6612
9800104,NORDIC ACE,16230
9800049,ORIENTAL COSMOS,16296
9800025,VARI TRADER,19808
9800013,EVA BERGEN,19888
9798387,GLOVIS SONIC,25353
9798375,AGIOI FANENDES,49996
9798363,ELAIA,49996
9797230,FRONT CRUISER,157374
9797204,POLAR ARGENTINA,52156
9797199,POLAR PERU,52150
9797187,POLAR CHILE,52101
9796975,BW GALATEA,109990
9796781,NOHSHU MARU,97902
9796743,RAVA,114385
9796731,FRANKOPAN,114305
9796585,HOURAI MARU,28894
9796573,MEGA BENEFIT,81018
9796561,KLEISOURA,80982
9796494,HAFNIA DESPINA,109990
9796365,GRANDE TEXAS,15853
9796315,STAR AYESHA,206852
9796262,VIKING JUPITER,4815
9796195,IONIC KALLIRHOE,84769
9795995,ORANGE STRAIT,7127
9795983,ORANGE STREAM,7128
9795971,ORANGE SEA,7127
9795969,ORANGE SPIRIT,7158
9797216,POLAR BRASIL,52023
9797254,ALTAIR,50583
9798337,JINLING CONFIDENCE,40320
9797266,ATLANTIC PRIDE,50614
9798179,DANCING BRAVE,16600
9798167,DESERT ORCHID,16925
9798088,HELLAS CALAFIA,49810
9798076,HELLAS MARIANNA,49834
9798014,TORM HILDE,114751
9798002,TORM HELLERUP,114951
9797993,TORM HERMIA,114939
9797981,TORM HERDIS,115109
9797814,UIKKU,17500
9797802,LUNNI,17500
9797747,ATLANTIC HARMONY,50090
9797735,TORM SUPREME,49999
9797682,FJ STAR,61225
9797656,ORANGE FROST,8726
9797632,HAAGA,23650
9797620,VIIKKI,25532
9797400,STENA IMPERO,49683
9797395,STENA IMPRIMIS,49718
9797383,STENA IMPERATOR,49690
9800623,GREAT INTELLIGENCE,38797
9800661,PACIFIC KOHINOOR,49999
9795658,COSCO SHIPPING STAR,197976
9804253,ORIENTAL KING,54373
9804875,CHEMICAL SAILOR,12520
9804851,CHEMICAL TRAVELLER,12522
9804849,JAZZ,37361
9804837,FAIRCHEM BLUE SHARK,25202
9804825,INTERMEZZO,37328
9804813,FAIRCHEM HAWK,19956
9804552,MEDI PERTH,60399
9804461,FREUD,157620
9804459,NEW VISION,157617
9804241,BALT FLOT 12,7013
9800702,AYOE,49861
9804239,BALT FLOT 11,7012
9804227,BALT FLOT 15,6980
9804215,BALT FLOT 14,7032
9804033,YURIY KUCHIEV,52292
9803704,BG EMERALD,13250
9803699,BG SAPPHIRE,13250
9803687,BG JADE,13250
9803675,BG DIAMOND,13250
9803651,SKUTEVIKEN,12658
9804899,PURPLE RAY,19987
9804904,CHEMSTAR SAPPHIRE,19993
9804928,FURANO GALAXY,25357
9804930,NISEKO GALAXY,25289
9806665,SWAN PRIDE,12686
9806627,SEA BEAUTY,156634
9806615,SEA ICON,156559
9806304,INDONESIAN BULKER,37725
9806146,SUNDA,79902
9806081,ONE CYGNUS,138611
9806067,ONE GRUS,138611
9806055,ONE COLUMBA,138611
9806043,ONE AQUILA,138611
9805910,FAIRCHEM FORTITUDE,25995
9805673,NORD COLUMBIA,60396
9805661,NORD COLORADO,60365
9805659,GENOA,60396
9805647,NORD COPPER,60396
9805568,ROTRA VENTE,8929
9805271,FEDERAL DELTA,34492
9805269,FEDERAL DEE,34564
9805257,FEDERAL NAGARA,34492
9805245,FEDERAL DART,34318
9803649,SANDVIKEN,12659
9803625,MSC VIRTUOSA,19610
9803613,MSC GRANDIOSA,13610
9802102,UNITED ETERNITY,182859
9801988,PROMETHEUS ENERGY,114459
9801976,PROMETHEUS LIGHT,114601
9801744,ERIN MANX,63878
9801720,PEARL ISLAND,63878
9801691,COSTA FIRENZE,9568
9801316,BRIGHT IMABARI,63504
9801304,ROYAL JADE,63529
9801263,AFRICAN TOUCAN,37730
9801249,BELNIPPON,63602
9801201,ATHINA ZAFIRAKIS,81630
9801196,MONDIAL COSMOS,81611
9801172,FLORENTINE OETKER,63490
9801160,AMBER STAR,37692
9801158,LAUREL ISLAND,37832
9801093,SC VIRGO,40870
9801081,SC TAURUS,40963
9801079,SC SCORPIO,40964
9800805,HISTRIA DIONE,40000
9800790,HISTRIA ATLAS,40000
9802097,CAPE OASIS,183049
9802152,IONIC ANAX,114720
9803417,WECO KAROLINE,38905
9802176,SEA PUMA,114560
9803364,ORANGE VICTORIA,77430
9803352,LIVIA ROSE,81828
9803340,LORD BYRON,81837
9803285,MONTE ULIA,156424
9803273,MONTE URQUIOLA,156331
9803235,POESTELLA,8021
9802982,CY INTEROCEAN II,15633
9802970,CY INTEROCEAN I,15631
9802695,EGBERT WAGENBORG,14330
9802580,JIN ZHOU WAN,13265
9802499,CMA CGM ABU DHABI,35031
9802413,RUBY CONFIDENCE,38013
9802396,SKY PRINCESS,11772
9802310,HSL NASSAU,63805
9802308,GOODWYN ISLAND,63963
9802267,ULTRA PROGRESSION,64012
9802255,LOWLANDS MIMOSA,63939
9802231,J MARE,81732
9802217,MEDI EGADI,81874
9795919,GAZ IMPERIAL,54304
9795646,COSCO SHIPPING SOLAR,197820
9839442,MSC SAMAR,228149
9787182,MINERVA ZENOBIA,114661
9788485,ST.NIKOLAI,50129
9788394,ARISTARCHOS,79905
9788100,SINGAPORE EAGLE,63386
9788095,KIOWA,7911
9787986,KAREKARE,159528
9787948,BURRI,115018
9787924,NOLDE,115024
9787912,FLAVIN,115126
9787194,MINERVA OLYMPIA,114661
9787170,MINERVA KARTERIA,114780
9789805,DALIAN STAR,55802
9787168,MINERVA ELEFTHERIA,114696
9786994,EVER BONUS,37541
9786970,EVER BONNY,37539
9786841,EVER GLOBE,198937
9786839,EVER GLORY,198937
9786827,EVER GIFTED,198886
9786815,EVER GENIUS,199692
9786786,POLAR COSTA RICA,52120
9786774,POLAR ECUADOR,52056
9788540,PACIFIC AZUR,49997
9788552,PACIFIC JASPER,49998
9788576,BLUE BUTTERFLY,49995
9788617,PACIFIC COBALT,49886
9789685,UHL FRONTIER,17121
9789647,COSCO SHIPPING PISCES,196996
9789635,COSCO SHIPPING SCORPIO,196913
9789532,ECO DOMINATOR,5891
9789312,ENRICO FERMI,28532
9789269,ATLANTIC GUARD,49951
9789245,DELPHINE,27687
9789233,CELINE,27687
9789166,CLIPPER VANGUARD,50891
9789154,CLIPPER FREEPORT,50891
9788980,ANTIKITHIRA,15068
9788978,KITHIRA,15068
9788966,ITHACKI,15068
9788954,FAIRCHEM EDGE,19946
9788772,KENTA MARU,6311
9788710,OTTOMAN SINCERITY,149999
9788708,OTTOMAN COURTESY,149999
9788681,ND ARISTEIA,61237
9788679,ND MARITSA,61272
9786762,POLAR COLOMBIA,52161
9786750,POLAR MEXICO,52103
9786633,BIT ECO,9921
9785380,UHL FUSION,17147
9785237,MINERVA EVROPI,159055
9785225,MINERVA KALYPSO,159055
9785158,KINISIS,95673
9785134,CALYPSO.GR,37865
9784893,LADY RANIA,7005
9784788,ONE STORK,139335
9784776,ONE WREN,139335
9784647,0184 TR ATHOS,36946
9784611,SABETTA,109986
9784336,MAERSK HAVANA,178257
9784324,MAERSK HERRERA,178257
9784312,MAERSK HAMBURG,178257
9784300,MAERSK HANGZHOU,178257
9784295,MAERSK HANOI,178257
9784283,MAERSK HIDALGO,178257
9784271,MAERSK HALIFAX,178257
9784269,MAERSK HORSBURGH,178257
9784257,MAERSK HONG KONG,178257
9784051,GRANDE HALIFAX,18353
9785378,UHL FAME,17190
9785392,UHL FAST,17164
9786243,SM FALCON,50035
9785407,UHL FLASH,17125
9786231,SM OSPREY,50035
9786217,MAERSK CYPRUS,49919
9786205,MAERSK CURACAO,49919
9786190,MAERSK CRETE,49919
9786188,MAERSK CORSICA,49919
9786176,MAERSK CEBU,49919
9786164,MAERSK CAYMAN,49919
9786152,MAERSK CALLAO,49919
9786140,MAERSK CAPRI,49919
9786059,LA LOIRAIS,39919
9786011,COTINGA,82060
9785835,MONTE URBASA,156400
9785823,MONTE UDALA,156341
9785809,COSCO SHIPPING ROSE,146714
9785756,COSCO SHIPPING AZALEA,146513
9785706,STI LEBLON,49990
9785691,STI BOSPHORUS,49990
9785689,STI GALATA,49990
9785445,MSC CAROLE,127915
9789697,UHL FALCON,17163
9789817,ING MAY,85005
9795634,COSCO SHIPPING GALAXY,198070
9792890,GREAT AGILITY,38671
9793997,PHILOTIMOS,113364
9793947,MSC SIYA B,132712
9793375,ORIENT CHALLENGE,49972
9793284,CHALLENGE POLLUX,50068
9793258,VEGA SUN,50591
9793246,VEGA STAR,50591
9793064,EXPRESS 3,1000
9792929,GREAT VANGUARD,38652
9792917,GREAT COSMOS,38649
9792876,GREAT BEAUTY,38645
9789829,EN MAY,85001
9792864,ALKINOOS,109900
9792852,CAMPO SQUARE,109900
9792840,DUOMO SQUARE,109898
9792606,BW PAVILION ARANDA,95876
9792541,FONTANA,159541
9792515,TRAMMO PARIS,17667
9792486,ELANDRA FALCON,157553
9792474,ELANDRA EAGLE,157554
9792462,SOTKA,64043
9794006,MARINE HOPE,318747
9794056,ECO BEL AIR,157286
9794068,ECO BEVERLY HILLS,157286
9794159,ASPHALT SYNERGY,36771
9795622,COSCO SHIPPING NEBULA,197902
9795610,COSCO SHIPPING UNIVERSE,198485
9795139,EAGLE SAN JOSE,157512
9795127,EAGLE SAN FRANCISCO,157512
9795115,EAGLE LYON,113808
9795103,EAGLE LE HAVRE,113808
9795074,EAGLE BINTULU,113049
9795062,EAGLE BRASILIA,113416
9795050,EAGLE BRISBANE,113458
9795048,EAGLE BARCELONA,113327
9794850,NAUTICAL SARAH,75144
9794848,NAUTICAL JANINE,75111
9794836,NAUTICAL DEBORAH,75343
9794721,HELLAS MARGARITA,49879
9794719,HELLAS TATIANA,49834
9794472,EIKE OLDENDORFF,38330
9794434,STI ESLES II,49990
9794422,STI DONALD C TRAUSCHT,49990
9794410,STI SAN TELMO,49990
9792448,SAKURA,63742
9792266,LEICESTER,300852
9792228,SAMSARA,159855
9790995,FRONT CAPELLA,109895
9790919,MG NEPTUNE,84808
9790866,ULTRA DEDICATION,63533
9790854,ULTRA DIVERSITY,63490
9790816,MONT BLANC HAWK,81638
9790672,MTM KEY WEST,35894
9790658,BOW PERFORMER,35155
9790634,MENUETT,34987
9790622,CHEMROAD HAWK,35647
9790610,CHEMROAD AQUA,35678
9790608,CHEMROAD ORCHID,35703
9790464,SUMMER PLOEG,19999
9790361,ST. CLEMENS,49998
9790232,PINZA,51202
9790086,EVER BURLY,36972
9790062,EVER BUILD,36972
9789946,LOWLANDS DAWN,93500
9789910,MEDI ZUOZ,60501
9789908,MEDI ROMA,60501
9789893,ARETI. GR,60243
9790983,SEAVIOLET,158218
9791004,FRONT POLARIS,109898
9792187,CHIOS I,149999
9791042,PERSEUS HARMONY,37155
9792058,AM UMANG,81788
9792046,LANCING,104074
9791937,DARYA KAVRI,37981
9791925,INDIAN BULKER,37717
9791913,SUMAQ QUEEN,51052
9791901,DESERT DIGNITY,63503
9791896,CS JOLA,37713
9791298,NAVIG8 PROMISE,99996
9791286,SAVANNA WIND,5102
9791274,SAVANNA BREEZE,5137
9791224,GENESIS RIVER,54149
9791212,SOHSHU MARU,82254
9791200,SHINSHU MARU,82287
9791195,FAIRCHEM VALOR,22292
9791183,FAIRCHEM LOYALTY,22354
9791169,NAEBA GALAXY,26196
9791078,TSUKUYOMI HARMONY,37116
9791066,IZANAGI HARMONY,37105
9791054,SUSANOO HARMONY,37140
9806706,SWAN DIGNITY,12661
9806720,RENAUD,6405
9806732,JOSEPH WISDOM,6407
9832547,CRUDEMED,115643
9832729,EVER GREET,198937
9832717,EVER GOVERN,198937
9832688,MONING,37731
9832676,NICON FORTUNE,63562
9832640,CMB RUBENS,63514
9832638,NIAGARA HIGHWAY,21052
9832597,HUMBRIA SEAWAYS,17183
9832585,HOLLANDIA SEAWAYS,17048
9832559,CRUDESUN,115643
9832509,ADRIENNE,34845
9834727,CLIPPER ERIS,18044
9832470,EARTH HARMONY,36908
9832444,VENUS HARMONY,36898
9832432,MARS HARMONY,36898
9832274,FRONT SILKEBORG,149999
9832250,FRONT SIENA,149999
9832248,FRONT SINGAPORE,149999
9831854,FRONT SEOUL,149999
9831842,FRONT SANTIAGO,149999
9831830,FRONT SUEZ,149999
9832808,REFERENCE POINT,55427
9832925,AM KIRTI,180885
9833058,NORD VANQUISH,50338
9833101,EAGLE BLANE,128427
9834375,KAI OLDENDORFF,81243
9834349,ELANDRA WILLOW,49999
9834337,ELANDRA REDWOOD,49999
9834325,LNG MEGREZ,91430
9834313,LNG PHECDA,91712
9834301,LNG MERAK,91451
9834296,LNG DUBHE,91588
9834155,CASTARA,50620
9833735,SIENA,115643
9833723,PROSTAR,115643
9833682,NAVIG8 GUIDE,49761
9833670,NAVIG8 GUARD,49761
9833668,NAVIG8 GALLANTRY,49759
9833591,STI MIRACLE,47499
9833589,STI MAVERICK,47499
9833577,STI MODEST,47499
9833199,CRYSTAL ANGEL,53995
9833175,VIKING VENUS,4667
9833113,EAGLE BALDER,128427
9831517,GREEN GEM,38503
9831505,WESTERN DONCASTER,39300
9831490,NORD ANNAPOLIS,39511
9829772,EVA DP,13209
9829758,FAIRCHEM COPPER,25183
9829746,FAIRCHEM THRESHER,25175
9829722,STREAM ATLANTIC,19998
9829681,CHEM SILICON,19977
9829679,SUNRISE RAY,19976
9829473,STI MARVEL,47499
9829461,STI MYSTERY,47499
9829459,STI MAJESTIC,47499
9829411,AQUILA L,49999
9829100,TYRRHENIAN SEA,114218
9829095,CASPIAN SEA,114218
9829069,BALT FLOT 16,7902
9829007,THUN LIFFEY,18684
9828998,THUN LIVERPOOL,18684
9828986,THUN LONDON,18684
9828974,THUN LIDKOPING,18684
9828948,ARCHON,82084
9828912,LARGO DESERT,49703
9829760,FAIRCHEM TIGER,25179
9829784,MOSTRAUM,10543
9831309,NAVIG8 PRESTIGE JKB,109995
9829796,VIKSTRAUM,10501
9831294,NAVIG8 PRECISION,109994
9831220,ADRIANO KNUTSEN,96354
9831177,HERMINE,20615
9831165,SIXTINE,20615
9831074,SPETSES LADY,109992
9830977,KHK MAJESTY,314014
9830965,KHK EMPRESS,314014
9830903,AVENIR ACCOLADE,4356
9830604,MED PAKIZE,8228
9830599,MED TUNCER,8228
9830290,HAFNIA SHANGHAI,74999
9830288,HAFNIA HONG KONG,74999
9830135,SEA EAGLE,40079
9830123,VOGE SOPHIE,38705
9830111,VOLCAN DE TAGORO,1000
9830070,CSSC HE MEI,81523
9829904,NAVIG8 PROVIDENCE,109997
9829813,CAP CORPUS CHRISTI,156004
9829801,CAP PORT ARTHUR,156049
9834715,CLIPPER EIRENE,18063
9834844,ELECTRA.GR,37323
9806770,MEDI ASTORIA,61228
9838474,FEDERAL MONTREAL,34492
9838668,STREAM BALTIC,19999
9838618,SILVER MOON,4000
9838589,A LEOPARD,114066
9838553,FENG MAY,85005
9838541,PORT OSAKA,62716
9838527,IVS ATSUGI,62661
9838515,IVS PEBBLE BEACH,62661
9838498,WESTERN TOKYO,62647
9838486,ULTRA INITIATOR,62647
9838462,FEDERAL ST LAURENT,34492
9834856,CHARISMA.GR,37295
9838436,UNISON JASPER,37296
9838383,CELEBRITY APEX,9000
9838254,STI LAVENDER,109999
